locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 89,2.87642733256022,0.0004872869190464,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,days 60+89,2.70829550425212,0.0001338949017878,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 60,2.54016367594401,0.0013477250282362,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_16170,,chemotaxis protein CheX,day 89,-2.38020324707031,0.023550214908893,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 89,-2.21467781066895,8.20525039121693e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 89,2.20302263895671,0.0008777230172471,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 31,-2.19844309488932,0.018047130192191,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_16170,,chemotaxis protein CheX,day 31,-2.1982847849528,0.0446954618229348,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05205,fliM,flagellar motor switch protein FliM,day 89,-2.08837127685547,9.58483109356843e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 60,2.0794989267985,0.0013477250282362,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,days 60+89,2.07552051544189,0.0002198685287619,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 89,2.07154210408528,0.0012615240148642,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,days 60+89,2.06959629058838,0.0002751151618498,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,days 60+89,-2.05257415771485,2.82727156176568e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 89,-2.04331016540527,0.020057675128499,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 18,2.00414085388183,0.0045308844391117,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05205,fliM,flagellar motor switch protein FliM,days 60+89,-1.99178028106689,2.01059635950238e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 60,1.93616994222005,0.0024030775774157,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,day 60,-1.93466631571452,0.0199308070415598,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 89,-1.92241223653157,1.73566203200313e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 60,1.92168617248535,0.0010129581425174,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05205,fliM,flagellar motor switch protein FliM,day 60,-1.89518928527832,0.000232142985805,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 60,-1.89047050476075,4.21886426511679e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 89,-1.87966537475586,0.0032428015687141,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 89,-1.87227376302083,1.75308647185373e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 31,1.83070055643717,0.0020983868064097,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 31,-1.81385485331218,0.00582832582292,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_16170,,chemotaxis protein CheX,days 60+89,-1.80391279856364,0.0476088217300199,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 18,-1.78564389546712,0.0173836623311705,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,day 31,1.74570337931315,0.0298333733403799,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 89,-1.72720209757487,0.0017556488330819,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01485,cheR,CheR family methyltransferase,day 18,-1.72223409016927,0.0989837758518667,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 60,-1.70420010884603,0.0002088643419301,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,days 60+89,1.69415473937988,0.0006851596956873,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,days 60+89,-1.68520355224609,2.81075595754651e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 89,-1.66620699564616,0.0002344479018269,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,day 89,-1.63855806986491,1.7160200390532e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05280,cheA,chemotaxis protein CheA,day 89,-1.62539037068685,0.0003526093269026,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,days 60+89,-1.61984252929687,3.05278883615515e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01745,,methyl-accepting chemotaxis protein,day 89,-1.60029665629069,0.0009485779713638,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,days 60+89,-1.59598064422607,8.15607149258975e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,days 60+89,-1.59580071767172,0.0034590132691349,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,day 89,-1.59366544087728,0.0001253255450179,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,days 60+89,-1.58820565541585,0.0007726458139385,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,days 60+89,-1.58800633748372,2.50167361602478e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_04990,cheV,chemotaxis protein CheV,day 60,-1.53745460510254,3.85226435881138e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,days 60+89,-1.52717749277751,0.0307028666111859,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 31,-1.52212651570638,0.0002453773202625,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01485,cheR,CheR family methyltransferase,days 60+89,-1.50730005900065,0.0497279738850026,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13410,,methyl-accepting chemotaxis protein,day 89,-1.49156316121419,0.0950024269613323,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,day 89,-1.47943496704102,0.0012309936195303,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,day 89,1.47143363952637,0.0070634161744078,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 89,1.46662330627441,0.0062072875300975,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,day 89,1.45432980855306,0.0194045031677082,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 60,-1.44920921325684,0.0062490473501189,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05280,cheA,chemotaxis protein CheA,days 60+89,-1.43148295084636,0.0002751151618498,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 60,-1.41474850972494,7.79487888516783e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,day 60,-1.41168276468913,0.0001309332099034,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01420,cheY1,response regulator,day 89,-1.40793800354004,0.0039699222632641,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 89,-1.40773137410482,0.0012015755872577,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05285,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,-1.40655708312988,0.0531611636797658,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 31,1.40605545043945,0.0526363558781047,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,days 60+89,-1.38761488596598,0.0002526075365908,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,day 89,-1.36851056416829,0.0035831717335576,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_12975,pomA,flagellar motor protein PomA,day 60,-1.36749839782715,0.0016224620881536,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 60,-1.36741129557292,0.0003197060177442,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 18,1.35150210062663,0.105163849636585,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05220,fliP,flagellar type III secretion system pore protein FliP,day 89,-1.32376035054525,0.0263613259394288,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,days 60+89,1.3185084660848,0.004398783469156,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01465,cheA,chemotaxis protein CheA,day 60,-1.31193606058757,0.0275939325496391,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 89,1.30897013346354,0.0034538973538359,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01420,cheY1,response regulator,day 18,-1.29957644144694,0.0236337896520506,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,days 60+89,1.28638458251953,0.0008663839665453,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,day 89,1.28379694620768,0.0216079012243261,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,days 60+89,-1.27884324391683,0.0006038066903825,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,days 60+89,-1.27156766255697,4.50775144870299e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,days 60+89,-1.27075799306234,0.0014102543312308,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 60,-1.26954905192057,0.0007047901806476,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,days 60+89,-1.26856931050619,7.07750824776353e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 60,1.26379903157552,0.0046522977305929,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05280,cheA,chemotaxis protein CheA,day 60,-1.23757553100586,0.0029193495281735,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13670,chev-2,chemotaxis protein CheV,day 31,-1.23075866699219,0.0020983868064097,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_16170,,chemotaxis protein CheX,day 60,-1.22762235005697,0.227149872770221,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_02770,,methyl-accepting chemotaxis protein,days 60+89,-1.20602385203043,0.0025942399468051,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_00745,,methyl-accepting chemotaxis protein,day 31,-1.18022664388021,0.0046262898569104,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_13410,,methyl-accepting chemotaxis protein,days 60+89,-1.17708237965902,0.116039144587351,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,days 60+89,1.17224566141764,0.0129764236192959,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05015,flgE,flagellar hook protein FlgE,day 60,1.16558329264323,0.0269099828311734,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05085,fliS,flagellar export chaperone FliS,day 89,-1.15198644002278,0.053990684227652,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
ACZ81_05220,fliP,flagellar type III secretion system pore protein FliP,days 60+89,-1.14406744639079,0.0242202353224189,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture
